ticker,sharpe,max_dd,score
VZ,-0.08652460107871433,-0.35146233693896123,-0.26225576954819496
SWKS,-0.016526824739884288,-0.4979868819606207,-0.2655202657201946
RL,0.0557790198553757,-0.6475123802345989,-0.26797717026192375
OXY,0.02403650872765526,-0.5905447657085949,-0.2712358741266422
DAL,0.09796125945161936,-0.7509286866529481,-0.2775030838748547
IBM,0.007722606794919617,-0.5716628966735862,-0.2781088415418735
BG,0.004799047404505808,-0.5737070169683767,-0.2820544610796825
EVRG,0.00693322165982803,-0.5779915374267767,-0.2820625470535603
MA,0.045081563393538845,-0.6547100677367793,-0.2822734704748508
ELV,0.0233226021006444,-0.6287218998298287,-0.29103834781426996
SW,0.04708282714428616,-0.6780910190989491,-0.2919626824051884
NWS,-0.0551841100360021,-0.5147169506924634,-0.3125425853822338
DVA,-0.019811870400857093,-0.5974252985926417,-0.31852451969717793
STZ,-0.0852146065294441,-0.46959313062527397,-0.32001117184208105
PCG,-0.015357212404319523,-0.6100509788891664,-0.3203827018489027
PEP,-0.12906458846998903,-0.389120840750076,-0.32362500884502704
AKAM,-0.024550796888117912,-0.6060961865209079,-0.32759889014857185
AEE,-0.03858650370114067,-0.6070600301232227,-0.34211651876275206
MOS,0.03422838012049222,-0.7527646503826237,-0.34215394507081964
D,-0.12177784124030172,-0.46405582997164285,-0.35380575622612315
COR,-0.05913866274777657,-0.6176373709774013,-0.36795734823647724
SLB,-0.08892047106904795,-0.5601666241405763,-0.3690037831393361
AMCR,-0.12733966642805641,-0.4843181692107986,-0.36949875103345575
DOC,-0.1224068985342088,-0.4949380016437106,-0.36987589935606413
NCLH,-0.024493485846648906,-0.6910667776011357,-0.37002687464721673
WBD,0.04374345815329553,-0.8374878776972652,-0.3750004806953371
AWK,-0.10708111550590975,-0.5428703128718706,-0.37851627194184506
INCY,-0.02177679881952442,-0.7165043664709012,-0.38002898205497504
FRT,-0.15170178426107905,-0.4566678056152065,-0.3800356870686823
MDLZ,-0.1971625085291503,-0.377694523673638,-0.3860097703659693
ZBH,-0.12811782011207656,-0.5261258695576372,-0.39118075489089515
UPS,-0.06884527537628207,-0.6695768583594347,-0.40363370455599945
ED,-0.14514154659815764,-0.5270293189350761,-0.4086562060656957
KHC,-0.18474225890490772,-0.46041191334884346,-0.4149482155793295
O,-0.14474319493478766,-0.5425146977404458,-0.41600054380501056
PEG,-0.20187750026148515,-0.42838351743148795,-0.41606925897722913
MOH,-0.10479601279218903,-0.6242664977267252,-0.4169292616555516
ECL,-0.10533382976324765,-0.651772090924292,-0.4312198752253936
FE,-0.20269705737679766,-0.4693044382716749,-0.4373492765126351
NKE,-0.11541579823481937,-0.6454311127091279,-0.43813135458938335
EIX,-0.17647918740855428,-0.5328210802355313,-0.44288972752631994
HST,-0.16803579461958565,-0.571194306036747,-0.45363294763795914
EG,-0.16169231633162798,-0.6007811273437782,-0.46208288000351705
PSA,-0.2437454134050837,-0.4416672327510842,-0.4645790297806258
SJM,-0.2154226367182112,-0.5128634343281402,-0.4718543538822813
CNC,-0.08867733316864505,-0.7829237313339952,-0.48013919883564266
PPG,-0.23621346842654517,-0.5408544560066093,-0.5066406964298498
CL,-0.2458518368401386,-0.5226624072723964,-0.5071830404763368
APA,-0.06385469553190616,-0.8890633764730582,-0.5083863837684353
INTC,-0.11665790159138695,-0.7947304731922377,-0.5140231381875058
HUM,-0.2124477771455266,-0.671886515614055,-0.548391034952554
MGM,-0.16397465243853543,-0.7707823484890663,-0.5493658266830685
ES,-0.2684330425830016,-0.64134405857318,-0.5891050718695916
ARE,-0.27220706845892156,-0.6507345488533283,-0.5975743428855858
KMI,-0.2764448844953138,-0.6655059151297731,-0.6091978420602003
CCL,-0.23788499492073967,-0.8568404207424714,-0.6663052052919753
BDX,-0.3341592577954768,-0.6753530311067384,-0.671835773348846
BAX,-0.3318646284068867,-0.7415525312156405,-0.7026408940147069
CPB,-0.4160309134153905,-0.5798484721657401,-0.7059551494982605
GPN,-0.3187796872601066,-0.7811296531354446,-0.7093445138278289
CTRA,-0.35301539996211356,-0.7835951130476064,-0.7448129564859167
HSIC,-0.43526053180950725,-0.6664169208635675,-0.7684689922412911
DLTR,-0.40636941469939325,-0.8070534547402692,-0.8098961420695279
TAP,-0.4964851982048902,-0.6920985238114292,-0.8425344601106048
VTRS,-0.4741077851652066,-0.7953492540824989,-0.871782412206456
BIIB,-0.49753640882117506,-0.879136445771432,-0.9371046317068911
